"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1990;0,4;16
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1991;0,6;23
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1992;0,6;24
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1993;0,6;22
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1994;0,6;24
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1995;0,8;32
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1996;0,5;20
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1997;0,5;20
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1998;0,5;20
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";1999;0,6;22
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2000;0,7;27
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2001;0,9;32
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2002;0,9;35
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2003;1,1;42
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2004;1,1;40
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2005;1,3;50
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2006;1,4;53
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2007;1,4;55
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2008;1,3;52
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2009;1,2;47
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2010;1,2;49
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2011;1,1;45
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2012;1,4;56
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2013;1,9;75
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2014;2,0;79
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2015;1,8;72
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2016;1,7;66
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2017;2,0;75
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2018;2,1;79
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2019;2,1;75
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2020;2,1;73
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2021;2,0;69
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2022;2,0;68
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Akaa";"020";"combined";2023;1,7;58
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1990;;
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1991;0,3;10
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1992;0,3;12
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1993;0,4;14
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1994;0,5;16
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1995;0,6;21
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1996;0,4;14
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1997;0,4;15
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1998;0,6;18
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";1999;0,4;13
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2000;0,4;13
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2001;0,4;13
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2002;0,6;17
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2003;0,7;21
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2004;0,8;22
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2005;0,9;25
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2006;0,9;24
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2007;0,9;25
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2008;1,1;28
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2009;1,1;28
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2010;1,2;30
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2011;1,1;27
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2012;0,9;23
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2013;0,9;23
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2014;1,0;25
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2015;0,8;19
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2016;0,7;17
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2017;0,9;21
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2018;1,2;26
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2019;1,3;29
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2020;1,4;30
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2021;1,7;34
"Placements outside the home for those aged 0-17, as % of total population of same age (THL)";"191";"Alajärvi";"005";"combined";2022;1,9;37
