"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1990;22,3;3573
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1991;22,3;3590
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1992;22,5;3652
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1993;22,4;3612
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1994;22,6;3626
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1995;22,5;3594
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1996;22,3;3555
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1997;22,3;3526
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1998;22,2;3524
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";1999;22,1;3530
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2000;21,9;3491
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2001;21,8;3486
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2002;21,8;3511
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2003;21,8;3552
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2004;21,9;3575
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2005;22,1;3628
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2006;22,3;3693
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2007;22,6;3791
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2008;22,5;3787
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2009;22,5;3800
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2010;22,6;3845
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2011;22,4;3829
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2012;22,2;3809
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2013;22,3;3822
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2014;22,2;3780
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2015;22,0;3748
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2016;21,8;3696
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2017;21,5;3607
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2018;21,4;3555
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2019;21,0;3467
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2020;20,5;3365
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2021;20,3;3347
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2022;19,8;3267
"Population aged 0-17 as % of total population";"1065";"Akaa";"020";"combined";2023;19,4;3175
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1990;28,1;3361
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1991;28,4;3405
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1992;28,2;3392
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1993;28,1;3370
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1994;27,7;3319
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1995;27,2;3234
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1996;27,1;3217
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1997;26,6;3144
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1998;26,3;3086
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";1999;26,2;3040
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2000;25,9;2977
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2001;25,6;2905
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2002;25,0;2797
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2003;24,6;2728
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2004;24,3;2680
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2005;24,1;2625
"Population aged 0-17 as % of total population";"1065";"Alajärvi";"005";"combined";2006;23,5;2530
